age,gender,department,education,tenure_years,previous_rating,kpi_met,trainings_attended,avg_training_score,awards_won,job_level,region,recruitment_channel,work_type,language_count,multilingual,international_hire,is_promoted
47,M,Finance,Bachelor's,1.4990817848421716,3,53,5,61.35077069849082,1,1,East,Direct,Full-Time,1,0,0,0
23,M,Technology,Master's,3.8351631636977555,4,74,3,43.95232211061841,0,5,North,Agency,Full-Time,2,1,0,0
41,F,HR,Bachelor's,1.1783403793967664,1,55,1,74.58703782980685,0,1,North,Referral,Full-Time,3,1,0,0
49,F,Finance,Bachelor's,4.6689734866736154,3,89,3,46.71654007797581,0,2,West,Direct,Full-Time,3,1,0,0
28,M,HR,Master's,1.2514237471917407,4,63,1,79.62305329057511,0,3,East,Referral,Full-Time,1,0,0,0
29,M,HR,Master's,0.8875745844986092,2,56,4,66.00442461948354,0,1,East,Agency,Part-Time Day,1,1,0,0
56,F,HR,Bachelor's,6.340395241764007,5,57,1,80.40704002018715,1,2,West,Referral,Full-Time,2,0,0,0
35,F,Operations,Bachelor's,2.3853631200874794,3,81,1,66.05726977982012,2,4,North,Referral,Part-Time Day,2,1,0,0
38,M,Technology,Bachelor's,1.007074037502483,3,56,7,77.28496366209909,2,3,South,Referral,Full-Time,1,0,0,0
57,M,Finance,Master's,8.204117001459906,4,55,1,55.18555442560846,0,2,West,Direct,Full-Time,1,0,0,1
25,M,Finance,Master's,3.5217974557088447,3,60,3,74.18472899122764,2,3,East,Direct,Full-Time,2,0,0,0
23,F,Technology,Bachelor's,0.7480791329157777,4,63,0,60.15247643131561,0,3,East,Direct,Full-Time,1,1,0,1
27,F,Technology,Master's,2.8607502803726734,3,73,0,79.14421398169861,0,1,North,Direct,Full-Time,1,1,0,0
25,F,Technology,Bachelor's,6.128954657100744,2,91,1,67.84005006611743,0,2,West,Direct,Full-Time,2,1,0,0
50,F,Technology,High School,3.5736943885807113,5,75,0,86.53413920334701,0,2,West,Direct,Full-Time,2,0,0,1
39,F,Sales,Master's,0.8421557249665919,4,82,2,66.22122300993703,0,2,West,Direct,Full-Time,1,0,0,1
47,F,Finance,Bachelor's,3.1396111106049847,3,66,2,58.772333162288014,0,2,East,Agency,Part-Time Day,2,0,0,0
55,M,Sales,Bachelor's,2.8961228774119108,3,78,2,72.0324613470322,1,2,South,Agency,Full-Time,1,0,0,0
31,M,HR,Bachelor's,5.15848939948214,2,56,5,100.0,1,2,West,Referral,Full-Time,1,1,0,1
57,F,HR,Master's,0.5885286214584373,4,64,2,86.1610242333222,0,1,South,Referral,Part-Time Day,3,0,1,0
35,M,Finance,Bachelor's,3.6082673056571144,4,90,1,57.979292132364506,0,1,East,Agency,Full-Time,1,0,0,1
52,F,HR,Master's,0.1,2,77,3,69.94738850287118,1,2,South,Agency,Part-Time Day,1,1,0,0
36,M,Technology,High School,3.5739131721864714,3,81,3,60.01481271977802,0,4,South,Referral,Part-Time Day,1,1,0,1
29,F,Sales,Bachelor's,9.689605870051636,3,60,2,56.93935793088804,1,3,South,Agency,Full-Time,1,1,0,0
35,M,Technology,Bachelor's,0.5748920158931463,3,43,2,70.21672726974036,0,1,East,Agency,Part-Time Day,1,0,0,0
44,M,HR,Bachelor's,1.1188475596866985,4,64,1,66.12401225422624,0,2,East,Agency,Part-Time Day,3,0,0,1
42,F,Sales,Master's,2.623083371558373,2,98,1,54.38472289087095,1,2,East,Referral,Full-Time,1,0,0,0
37,F,Technology,Bachelor's,3.9547303129814306,3,99,2,60.12126564516418,0,3,South,Referral,Part-Time Day,1,1,0,0
39,M,Finance,Bachelor's,1.2664823828021237,1,69,2,70.8075036626505,0,5,North,Direct,Full-Time,3,0,0,0
45,M,Technology,Bachelor's,3.2742455445277616,3,96,3,61.32707010462726,1,2,North,Referral,Part-Time Day,1,0,0,0
47,F,HR,Bachelor's,6.886196702991434,3,72,5,69.77001799391584,2,1,North,Direct,Full-Time,2,0,0,0
46,M,Sales,Master's,3.8900058731133456,4,78,2,59.521979174964116,0,4,South,Agency,Full-Time,1,1,0,0
50,F,Finance,Bachelor's,3.724221604739003,4,65,0,77.02109392158569,1,3,North,Direct,Full-Time,3,0,0,1
36,F,Sales,Bachelor's,1.4436580330837174,2,64,3,59.697170024822576,1,3,East,Agency,Full-Time,1,0,0,0
22,M,Finance,Master's,7.271862826876683,4,92,2,79.512306607753,0,1,South,Direct,Full-Time,2,1,1,1
46,F,Sales,Master's,0.974378477966817,4,55,1,65.61268093371615,0,3,West,Agency,Part-Time Day,2,0,0,0
28,M,HR,Master's,0.689297629078448,3,88,2,37.81328435640128,1,1,North,Referral,Full-Time,1,0,0,0
30,M,Finance,High School,1.358726624090964,1,63,4,66.04059044953652,1,1,South,Direct,Part-Time Night,2,0,0,0
45,F,Operations,Bachelor's,3.1508057073221067,2,44,0,77.57591765535295,2,1,West,Direct,Full-Time,2,1,0,0
22,M,Sales,High School,5.934512636039194,3,93,0,61.70941151297948,0,4,South,Agency,Part-Time Day,3,1,0,0
29,F,Sales,Master's,0.42496299454184927,4,94,2,67.05764122129587,0,1,West,Agency,Full-Time,3,1,1,1
45,F,Technology,Master's,5.042836822002247,3,81,4,79.36742918242514,0,2,East,Referral,Full-Time,1,1,0,0
32,F,Finance,Bachelor's,5.02710808281194,5,78,1,92.79831880992644,0,5,South,Direct,Full-Time,2,1,0,0
38,M,Operations,Bachelor's,2.6523373277658164,4,52,4,87.30494880527482,1,1,East,Referral,Full-Time,3,0,1,0
29,F,HR,Bachelor's,4.2894592643240355,3,69,5,71.63249704383706,0,3,East,Referral,Part-Time Night,1,1,0,1
56,M,Technology,High School,0.602241321700189,4,99,4,78.39573707305689,0,2,West,Referral,Full-Time,2,1,0,0
56,F,Operations,PhD,0.557492725068163,2,46,1,71.35164533409178,1,2,North,Agency,Full-Time,1,0,0,0
54,F,Finance,Bachelor's,5.958947437326114,1,86,2,47.467663369852374,0,2,West,Referral,Full-Time,2,0,0,0
26,F,Operations,High School,2.0683526841544304,4,56,0,88.99306532163709,0,1,North,Referral,Part-Time Day,2,1,0,0
49,M,Sales,PhD,0.8468389326578036,3,94,1,89.74032262472801,0,1,West,Agency,Full-Time,2,1,0,0
28,M,Sales,Bachelor's,3.5012871753069565,3,66,1,44.85654832652003,0,2,South,Agency,Full-Time,3,0,0,0
30,F,Technology,Master's,6.673406572894785,4,74,1,64.2621733450648,0,3,North,Referral,Full-Time,1,1,1,0
29,F,Finance,High School,3.001648442013626,4,44,0,93.01794179335226,0,1,South,Direct,Full-Time,2,1,0,0
33,M,Finance,Bachelor's,1.2801200576862908,3,81,4,73.28791577671275,0,2,West,Direct,Full-Time,1,1,0,0
55,M,Operations,Bachelor's,1.980517213323758,3,44,2,55.00979373119117,0,3,East,Agency,Part-Time Day,3,1,0,0
54,M,Technology,Master's,4.186240978785932,3,63,1,88.27318606762971,0,3,West,Referral,Full-Time,3,1,1,0
44,F,Finance,High School,0.20966233587195426,4,46,2,71.74105922373633,0,2,South,Direct,Part-Time Night,3,1,0,0
45,M,Sales,Bachelor's,0.7344981445374851,3,46,2,89.4326643270381,0,2,West,Direct,Full-Time,3,1,1,0
58,F,Operations,Master's,1.8629438904516817,5,93,0,71.28003407637128,0,3,East,Referral,Full-Time,3,1,0,0
56,M,HR,Bachelor's,2.780849244392062,4,94,2,37.67796193025443,2,2,East,Direct,Full-Time,3,0,0,0
43,F,Sales,Bachelor's,1.2427559593915993,4,53,3,97.10392839971577,1,2,West,Direct,Full-Time,1,1,0,1
48,F,Technology,High School,1.0631366964775026,5,94,1,53.388946816452794,0,5,West,Agency,Full-Time,1,1,0,0
56,F,Finance,High School,0.1267947166091721,5,54,1,63.442371199186695,1,3,South,Direct,Full-Time,3,1,1,0
22,M,Sales,Master's,0.1,2,44,3,88.01534654101246,0,2,East,Direct,Full-Time,2,0,0,0
56,M,HR,Master's,0.9800790167310476,2,76,2,100.0,2,2,North,Agency,Full-Time,3,1,0,0
58,M,HR,PhD,2.2682999194626197,4,43,3,69.01216649773134,0,1,South,Direct,Part-Time Day,2,0,0,1
35,F,Technology,Master's,2.438303311463141,5,69,2,75.36528293130442,1,2,North,Agency,Full-Time,1,0,0,1
24,F,Sales,Bachelor's,2.0438188346993753,4,59,3,52.2157750505467,1,3,East,Referral,Full-Time,3,1,0,0
22,M,Operations,Master's,1.582291596073599,3,92,5,65.84787524770837,0,2,East,Direct,Part-Time Day,2,1,0,1
26,F,Sales,High School,0.8722266066747928,4,65,3,86.46612431939784,0,1,South,Direct,Full-Time,2,0,1,1
47,F,HR,Bachelor's,1.535951040127085,3,48,2,74.61870021018774,0,2,East,Agency,Full-Time,2,1,0,0
35,F,Technology,Bachelor's,0.4481460826821137,5,69,1,96.02383666417826,1,1,North,Direct,Part-Time Day,2,0,1,0
48,M,Technology,High School,0.36738177310695364,3,98,4,49.05268659716463,1,2,West,Direct,Full-Time,1,0,0,0
30,F,Operations,Master's,1.0697816565884108,5,83,0,48.42847565183088,1,1,South,Agency,Full-Time,2,0,1,1
36,M,Technology,Bachelor's,16.111887780054968,3,87,3,59.729835857780174,0,2,West,Direct,Full-Time,3,1,0,1
36,M,Technology,Bachelor's,1.1857882526170518,5,61,2,60.45383226139025,2,3,West,Agency,Full-Time,1,0,1,1
47,M,Technology,Bachelor's,8.268086528214155,3,79,0,84.35120399882588,1,3,South,Direct,Full-Time,1,0,0,1
34,M,Technology,Bachelor's,1.4940349523839296,4,80,4,63.83734636863402,0,2,North,Referral,Part-Time Day,1,1,1,1
53,M,Technology,High School,1.7341565497290183,5,83,1,52.332414190341595,0,3,East,Agency,Full-Time,2,0,1,1
53,F,HR,Master's,4.7845773521938,4,69,2,75.96048026559535,0,5,East,Referral,Full-Time,3,1,1,0
25,M,Sales,Bachelor's,0.2949505665577502,4,59,2,58.46907069070916,0,2,South,Referral,Full-Time,1,1,0,0
51,M,Finance,Master's,0.6038281558035846,2,67,3,53.59633869259716,0,5,North,Agency,Full-Time,1,0,0,0
58,M,Technology,Bachelor's,10.93060164439922,3,46,0,85.90210256785636,0,1,South,Referral,Full-Time,3,1,0,0
44,F,Finance,Bachelor's,2.1151573433315916,4,92,3,89.40927069930962,0,5,South,Direct,Full-Time,1,0,0,0
36,F,Finance,Bachelor's,0.1359640613214163,3,43,2,84.68296483345625,0,4,East,Agency,Full-Time,1,0,0,0
50,F,HR,Master's,0.14561989554198773,4,67,0,57.48380523546748,3,1,South,Direct,Full-Time,1,0,1,0
57,F,Technology,Bachelor's,7.133241414270608,4,94,1,61.159555951533335,0,2,North,Referral,Part-Time Day,3,1,0,0
34,M,Finance,Master's,6.199341160213761,3,74,5,78.15862753305848,3,3,North,Agency,Full-Time,1,1,0,0
53,M,Technology,PhD,1.8396777253972472,3,72,1,81.13217345376171,0,1,North,Referral,Part-Time Day,1,1,0,0
28,F,Operations,PhD,0.5345897380710734,3,46,3,66.55357336759886,0,2,North,Direct,Full-Time,3,0,0,0
43,F,Operations,Master's,5.320897199906884,2,48,1,88.07613639920844,0,2,East,Agency,Full-Time,1,0,0,0
49,F,Operations,Master's,1.1773509896081138,5,73,3,39.316542334927576,1,1,East,Referral,Full-Time,2,1,0,0
23,F,Finance,Bachelor's,1.6293151236965384,4,78,2,61.409021274592575,0,2,East,Agency,Full-Time,1,0,0,0
27,M,Operations,Master's,3.4416092001648786,3,81,2,100.0,0,2,East,Referral,Part-Time Night,2,1,1,0
49,F,HR,Bachelor's,1.3080746014640818,3,73,1,69.78743472966751,0,1,North,Direct,Full-Time,1,1,1,0
49,F,HR,PhD,2.971991779382617,4,52,2,62.83458395584947,1,1,North,Agency,Full-Time,2,0,0,0
41,F,Finance,High School,6.495853587004513,3,68,2,77.11375135134716,0,3,South,Referral,Full-Time,1,1,1,0
51,F,Technology,Bachelor's,4.78916926492507,3,74,2,55.65526090617779,0,2,South,Referral,Full-Time,2,1,0,0
32,F,Sales,Bachelor's,1.441913067473054,3,84,1,35.03049905436187,0,2,East,Direct,Full-Time,2,1,0,0
49,F,Technology,Bachelor's,1.0187647889337694,4,49,1,100.0,0,1,South,Agency,Full-Time,3,0,0,1
46,F,Technology,Bachelor's,1.0085607167021178,2,69,0,57.117649987321855,1,2,East,Referral,Full-Time,1,1,1,0
54,M,Technology,Bachelor's,1.285853402064605,3,83,2,73.3357644157056,0,3,East,Direct,Part-Time Night,2,1,1,0
22,M,Technology,Master's,2.0407934799549716,5,65,1,72.60597086170075,1,2,East,Agency,Full-Time,3,1,0,1
48,M,Sales,Bachelor's,1.6166337097229357,1,74,2,77.42813911655615,0,2,West,Referral,Part-Time Night,1,1,0,1
34,M,Operations,Bachelor's,0.42816282008915296,4,67,3,58.095719738817664,3,4,South,Referral,Full-Time,1,1,0,1
24,M,Technology,Master's,0.5354279714166429,3,68,4,31.280048587508887,1,3,South,Agency,Full-Time,2,1,0,0
27,M,HR,Bachelor's,1.2598923804364992,3,91,1,60.16899141258483,0,2,East,Agency,Full-Time,1,0,0,1
29,F,Finance,Bachelor's,2.47704817944547,1,45,2,70.4584484594524,1,2,North,Referral,Full-Time,1,1,0,0
48,F,Finance,Master's,2.694350276622712,2,42,2,71.53862456686751,1,1,West,Direct,Full-Time,2,1,0,0
30,M,HR,Master's,1.9978048340588201,3,68,2,93.44504175362191,0,1,South,Direct,Full-Time,3,1,0,0
58,F,Technology,Bachelor's,4.027129642300741,1,96,0,65.7389890516775,0,4,North,Direct,Full-Time,1,0,0,0
54,M,Sales,Bachelor's,4.009642978098009,3,41,0,73.12365048638176,1,3,East,Agency,Full-Time,1,1,0,0
45,F,Operations,Bachelor's,1.6738956789448376,1,94,1,58.11352884026299,1,3,East,Referral,Full-Time,1,1,0,0
36,F,Finance,Bachelor's,0.3986775699867414,4,61,2,61.02880891767255,1,3,South,Direct,Part-Time Day,3,1,1,0
53,F,Operations,High School,2.266183511999839,4,85,4,100.0,0,3,South,Agency,Full-Time,1,1,0,0
53,F,Sales,PhD,1.4412242118165226,4,86,4,59.28675736838938,0,4,West,Referral,Full-Time,1,0,0,1
45,F,Finance,Master's,0.4452320198631324,3,89,1,64.32176799487402,0,4,South,Referral,Full-Time,3,0,0,0
33,F,Operations,Master's,12.021839204181397,5,66,2,86.28607732894751,2,3,West,Agency,Full-Time,2,1,1,0
23,M,Sales,Bachelor's,1.384941791910801,1,90,0,98.59012115551695,0,4,East,Agency,Full-Time,2,1,1,0
24,M,Operations,Master's,2.948877275496998,2,61,5,82.15504717066963,1,2,North,Direct,Part-Time Day,1,0,1,0
58,F,Technology,Bachelor's,2.020791763432417,3,49,2,82.20243517730117,0,3,North,Referral,Full-Time,1,0,0,0
38,M,Sales,Bachelor's,0.46235101844135046,4,91,2,51.218451330320605,1,2,West,Referral,Full-Time,3,0,0,1
23,F,Operations,Bachelor's,0.1714373395309684,4,88,2,77.72133243187741,0,4,West,Referral,Full-Time,3,1,0,0
23,M,Technology,Bachelor's,2.9486494030037305,4,88,4,65.38875604180578,0,4,South,Referral,Full-Time,2,0,1,0
49,F,Technology,Master's,0.8511572876722127,3,58,3,77.09218121210054,0,1,South,Direct,Full-Time,3,0,0,0
44,M,Sales,Bachelor's,0.8377690051022191,4,63,3,65.81129645789197,0,2,South,Referral,Full-Time,3,0,0,1
58,F,HR,Bachelor's,9.438004766615922,3,66,3,61.43238315430045,0,1,North,Agency,Full-Time,2,1,0,0
53,M,Finance,Bachelor's,1.858426320358667,3,75,2,48.1251090454332,0,1,South,Direct,Full-Time,3,0,0,0
54,F,Sales,Master's,0.1,3,82,1,68.74736312041047,1,2,South,Referral,Full-Time,1,1,0,0
22,M,Technology,Bachelor's,1.2458314859219792,2,56,0,72.57839296324353,1,3,East,Direct,Full-Time,3,0,0,0
40,F,Technology,Bachelor's,2.6347569279104928,1,95,1,38.680801746147104,0,2,West,Direct,Part-Time Day,1,1,0,1
23,F,Sales,Bachelor's,1.1950250038074772,4,49,3,60.79918717280647,0,2,South,Direct,Full-Time,1,1,0,0
47,F,HR,Bachelor's,0.1,3,93,1,66.03318722409233,0,1,East,Agency,Full-Time,2,0,1,0
53,M,Finance,High School,1.7626409144130253,3,56,0,78.5988333445099,0,2,North,Direct,Part-Time Day,3,0,0,0
27,M,Operations,High School,0.33583421975132377,3,83,8,61.150409132092506,1,2,South,Referral,Full-Time,1,1,0,0
53,M,Sales,Bachelor's,2.8961280129700535,5,49,1,79.4289698022825,0,2,North,Referral,Full-Time,2,0,0,1
25,F,Finance,Bachelor's,2.899494113398051,3,49,0,74.20835377630111,0,3,North,Referral,Full-Time,2,0,0,0
32,M,Finance,PhD,0.11547145505127691,2,77,4,83.03933117502815,0,1,North,Direct,Full-Time,1,1,1,0
38,F,Technology,Master's,1.0302874384060958,3,56,0,62.05054032090163,0,3,North,Referral,Part-Time Day,1,1,1,0
59,M,Operations,High School,1.6017007396866596,4,65,3,65.76430647956894,0,4,West,Direct,Full-Time,1,0,0,0
45,M,Sales,Bachelor's,2.3972842578995417,1,65,1,78.55444277620788,0,2,North,Direct,Full-Time,1,1,0,1
26,M,Technology,Bachelor's,1.0532010777017327,3,90,2,54.690971364157896,1,2,East,Direct,Full-Time,2,1,0,0
55,M,Technology,High School,1.0179642277001197,3,73,2,69.00044136727433,0,1,East,Referral,Full-Time,1,0,0,0
27,F,HR,Master's,12.226301630162006,3,43,2,84.85178936586527,0,4,North,Direct,Part-Time Night,2,1,0,0
43,M,Finance,Master's,0.12829287530457867,3,89,1,59.99921155018541,0,3,North,Agency,Full-Time,2,1,0,0
32,M,Sales,Bachelor's,13.541991317798166,4,66,2,74.92061433636471,2,1,West,Agency,Full-Time,3,1,0,0
37,F,Sales,Bachelor's,0.14678913611429786,5,60,1,69.9736758486339,0,1,South,Direct,Full-Time,2,1,0,0
54,F,Sales,High School,1.0204710480077517,5,75,0,92.02640667751244,1,1,North,Referral,Full-Time,1,0,1,0
30,M,Technology,Bachelor's,2.0418235130858164,4,77,1,71.22661186070147,0,1,East,Direct,Full-Time,1,0,0,1
27,M,HR,Bachelor's,0.4639966375942346,3,85,3,78.0058319030144,1,3,East,Direct,Part-Time Day,1,0,0,1
37,F,Operations,Bachelor's,0.43454451671024374,4,70,1,67.4946571486957,2,3,West,Agency,Part-Time Day,1,1,1,0
50,F,Technology,PhD,0.8884039380849292,4,46,4,62.230795185564226,1,5,East,Referral,Full-Time,1,0,0,0
24,F,Operations,High School,10.892644982958643,4,83,2,73.39896669737905,1,2,East,Referral,Full-Time,2,0,0,0
41,M,HR,Bachelor's,1.4346729022911702,3,73,4,61.48726855844759,0,3,North,Direct,Part-Time Day,3,1,0,0
57,M,Finance,Master's,2.504096554690497,1,57,1,85.50970655359862,1,1,West,Referral,Full-Time,1,0,0,1
40,M,Sales,Bachelor's,3.655142331210148,5,63,0,87.63853804058996,0,2,East,Direct,Full-Time,1,0,0,0
47,F,Operations,High School,4.0669676746125845,5,52,5,71.07986651705717,0,2,East,Direct,Full-Time,3,0,0,0
24,F,Technology,Bachelor's,3.4946502065475773,4,52,3,63.38066487388825,0,3,West,Agency,Full-Time,2,1,0,0
40,F,Operations,Bachelor's,1.2326159662983005,5,64,2,73.4147050187864,0,3,West,Referral,Part-Time Night,1,1,0,0
41,M,Finance,PhD,0.3554312466796912,4,44,1,50.88411948834485,0,1,East,Referral,Full-Time,1,1,0,0
53,F,Sales,Master's,0.9926727201823176,3,78,2,58.644577998917235,1,5,South,Agency,Full-Time,1,0,0,0
28,M,Operations,Master's,0.7082883244128806,3,68,2,53.63168321821385,0,3,North,Referral,Full-Time,1,0,0,0
54,F,Finance,Master's,0.43951054921477517,4,83,1,58.868993467417496,0,2,East,Direct,Full-Time,3,0,1,1
39,M,Technology,Bachelor's,0.1,3,96,2,60.80037216224948,0,3,East,Referral,Full-Time,2,1,0,0
22,M,HR,Master's,8.233793207083183,5,85,1,50.71321538286169,0,5,North,Referral,Full-Time,3,1,0,1
32,F,Technology,PhD,7.616228381998759,3,72,1,66.00767076440002,1,4,East,Referral,Full-Time,2,0,0,0
49,M,Sales,Bachelor's,0.15519703215199468,4,63,4,67.10093509128255,0,2,East,Direct,Full-Time,1,0,0,1
46,F,Technology,Bachelor's,0.5701585613496998,4,49,3,78.59179750964479,0,2,West,Referral,Part-Time Day,1,1,0,0
44,M,Technology,Bachelor's,0.4507266336741023,2,97,2,71.58339233214227,0,1,East,Direct,Part-Time Day,3,1,0,0
52,F,Technology,Bachelor's,0.9906120933676323,2,64,1,91.18398219947613,0,1,South,Agency,Full-Time,1,1,1,0
51,F,Technology,High School,0.6847278527484658,4,80,2,78.83267443518042,0,5,West,Direct,Full-Time,1,0,1,1
56,M,Sales,Master's,8.748187900727403,3,49,2,100.0,0,3,East,Agency,Full-Time,1,1,0,0
28,F,Finance,Master's,0.26377499320264,4,78,5,52.750520332242886,0,1,East,Agency,Full-Time,2,0,0,0
37,M,Operations,Bachelor's,0.7135186323668602,2,55,0,84.96115562519887,1,2,North,Direct,Full-Time,1,0,0,1
47,F,HR,Bachelor's,0.25250435637136187,3,99,2,46.47476396951167,0,2,North,Direct,Full-Time,1,0,0,0
23,F,Operations,Master's,11.794435421571585,2,67,2,85.89870288170727,0,2,South,Agency,Full-Time,1,0,0,0
22,F,Operations,Master's,7.5182747501304155,3,51,2,75.75224140757288,0,2,North,Agency,Full-Time,1,0,0,1
33,F,HR,Bachelor's,3.78302227500184,2,83,4,66.6079620152927,1,2,North,Referral,Full-Time,1,0,0,0
26,M,Sales,Master's,1.6652367047127794,5,97,3,73.15517211000942,1,1,South,Direct,Full-Time,1,1,0,1
58,F,HR,Master's,0.6328229277050419,3,71,3,62.636122581809055,0,4,East,Agency,Part-Time Day,1,0,1,0
53,F,Sales,Master's,0.7511192680874452,5,90,1,61.217602599977575,0,1,North,Direct,Full-Time,2,0,0,1
30,M,Operations,Bachelor's,1.7557856108429815,5,68,2,76.56328103725848,0,2,North,Direct,Full-Time,3,0,1,1
56,M,Sales,Bachelor's,4.385934475358607,5,84,1,45.70118925430597,1,2,South,Agency,Full-Time,2,1,1,0
40,M,Finance,Master's,0.9225504444666845,3,92,2,74.94226486959828,1,2,North,Agency,Part-Time Day,2,0,0,0
37,M,HR,High School,1.116636119482901,4,89,0,68.11775130009252,0,3,West,Direct,Full-Time,2,0,0,1
24,M,Finance,Master's,2.7484544102481148,3,66,3,65.09692616640936,2,1,North,Referral,Full-Time,3,1,0,0
41,M,Operations,High School,0.8143608562162116,2,65,1,62.617809043674384,0,4,East,Agency,Full-Time,3,1,0,0
45,F,HR,Bachelor's,2.632787066445138,4,42,1,73.54371869747679,0,2,South,Direct,Full-Time,2,0,0,0
54,M,Operations,Bachelor's,1.4688116845163828,1,65,3,85.47724644889291,1,2,East,Referral,Full-Time,2,0,0,0
45,F,Finance,Bachelor's,0.10491804888302997,5,78,1,100.0,1,2,East,Direct,Full-Time,1,0,0,0
32,M,Operations,Master's,1.5460137979694442,4,40,3,86.80261797139526,0,2,East,Direct,Full-Time,1,1,0,0
29,F,HR,High School,7.559436525508488,3,74,2,82.47195129656025,2,1,South,Agency,Full-Time,1,1,0,0
57,F,HR,Master's,1.0406486114768267,2,92,3,58.18214892370459,0,2,West,Referral,Full-Time,2,0,0,0
